,id,Date,source,Author,Twitter.Retweet,Twitter.Followers,Twitter.Following,Hashtags,in_reply_to_screen_name,in_reply_to_user_id,reply_count,favorite_count,user_location,user_verified,user_listed_count,user_favourites_count,user_geo_enabled,Snippet
0,1116853948776878081,2019/04/12 19:01:46,Twitter for iPhone,MatthewVachon_,2,1590,882,[],,,NULL,0,"Victoriaville, Québec",False,27,1669,False,"RT @Prospects_Watch: I remember tweeting awhile back that yes Bobrovsky has poor playoff numbers, but he's too good, he'd eventually figure…"
1,1116853725207912448,2019/04/12 19:00:52,trueAnthem,JaxBizJournal,0,33337,581,[],,,NULL,0,"Jacksonville, Florida",False,471,426,False,Jacksonville developer selected to build on-site office tower and parking deck at Tampa International Airport (Rend…
2,1116853522077761536,2019/04/12 19:00:04,SocialNewsDesk,BN9,0,372246,333,[],,,NULL,0,Tampa Bay area,True,1745,1154,True,Spectrum Bay News 9 took all the statistics and reports received from both campaigns to a USF Professor of Criminol…
3,1116853516776165377,2019/04/12 19:00:03,SocialNewsDesk,PoliticsTBTimes,0,14551,1630,[],,,NULL,0,"Tampa Bay, Florida",False,658,312,True,The last televised debate saw Straz claim a state report proved Castor manipulated crime data — but that’s not what…
4,1116853015724609536,2019/04/12 18:58:03,Twitter Web Client,Prospects_Watch,2,10181,362,[],,,NULL,10,"Montréal, Québec",False,141,6337,True,"I remember tweeting awhile back that yes Bobrovsky has poor playoff numbers, but he's too good, he'd eventually fig…"
5,1116852580393586690,2019/04/12 18:56:19,Twitter for Android,DegenerateTBone,0,19063,563,[],,,NULL,10,"Columbus, OH",False,127,32007,False,"A fan in front of Jardy in Tampa apparently booed Wendy's when it appeared on the scoreboard, and he has dubbed thi…"
6,1116851250232905728,2019/04/12 18:51:02,dlvr.it,GreaterTampaBay,0,267,13,[],,,NULL,0,"Florida, USA",False,2,0,False,On the Town: Stanley Cup Pays Visit to Spectrum Bay News 9
7,1116849976661954560,2019/04/12 18:45:59,Twitter for iPhone,RevEdDennis,0,106,242,[],,,NULL,0,"St Petersburg, FL",False,2,2737,True,Stuff is beginning to come out about wrong doing by democrats &amp; even the Obama administration! I wonder if local ne…
8,1116849695584862208,2019/04/12 18:44:52,Twitter for iPhone,Bolts91Thunder,14,322,1217,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,Washington DC,False,18,6124,False,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
9,1116848723127095296,2019/04/12 18:41:00,Twitter for iPhone,RemyRoe,0,713,1376,[],,,NULL,0,Florida ,False,4,254,True,Rapper DMX spent the night kicking Ybor City’s ass on the pool table after his Tampa show
10,1116848569565306882,2019/04/12 18:40:23,Twitter for iPhone,carloseats,0,11063,12167,[],,,NULL,0,TPA and SF,False,331,57326,True,RT @j_rimensnyder: this is the type of news @WolfColin lives for
11,1116845091811921927,2019/04/12 18:26:34,Instagram,dawnrawlinsbiz,0,1776,2174,[],,,NULL,0,Tampa,False,61,776,True,"Celebrating Gary Nager and Neighborhood News Magazine 25th Annniversary with Karaoke, food, drinks and more.....…"
12,1116844979953991680,2019/04/12 18:26:07,Twitter for Android,Thompson1129420,3,29,293,[],,,NULL,0,fl,False,0,1582,False,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
13,1116843083088441344,2019/04/12 18:18:35,Twitter for iPad,NHLCowgirl,1,147,180,[],,,NULL,0,,False,2,1065,False,RT @NHLdotcom: 5 Keys to Game 2 between Blue Jackets and Lightning
14,1116842646432096264,2019/04/12 18:16:51,SocialReport.com,homes4income,0,10059,10667,[],,,NULL,0,Tampa FL,False,238,347,False,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
15,1116842615016755201,2019/04/12 18:16:44,SocialReport.com,RafiCastro,0,544,804,[],,,NULL,1,"Tampa, FL",False,36,6,True,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
16,1116842606196080640,2019/04/12 18:16:41,SocialReport.com,RaymondBasden,0,205,439,[],,,NULL,0,Tampa,False,0,67,True,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
17,1116842156424085505,2019/04/12 18:14:54,Twitter for iPhone,Mbrums45,3,89,142,[],,,NULL,0,"Fort Myers, Florida, USA",False,1,5347,True,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
18,1116841869768646656,2019/04/12 18:13:46,Facebook,ericksmith42,0,80,124,[],,,NULL,0,,False,5,1526,False,Pinellas Park Sustainable Farm Supporting Area Food Pantry
19,1116841174151593984,2019/04/12 18:11:00,eClincher,WeidnerLaw,0,1332,851,"[{'text': 'StPete', 'indices': [98, 105]}, {'text': 'Gardening', 'indices': [106, 116]}, {'text': 'Florida', 'indices': [117, 125]}, {'text': 'UrbanGarden', 'indices': [126, 138]}]",,,NULL,0,"St. Petersburg, FL",False,29,274,False,St. Pete Urban Garden Hopes to Encourage Residents to Start Their Own 🥗 #StPete #Gardening #Florida #UrbanGarden
20,1116840505927786498,2019/04/12 18:08:21,Twitter Web Client,DavidNews2U,3,888,854,[],,,NULL,0,South Carolina,False,36,5272,False,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
21,1116840079924895744,2019/04/12 18:06:39,TweetDeck,jayRecher,1,3138,1634,[],,,NULL,0,"Tampa, FL",False,54,9357,True,"RT @drosennhl: Bob and gaps, CBJ PK, balance and Tampa Bay physicality -- my keys to Game 2 here in Tampa:"
22,1116840006734241792,2019/04/12 18:06:22,Twitter Web Client,drosennhl,1,144972,1126,[],,,NULL,1,"New Jersey, USA",True,2640,281,True,"Bob and gaps, CBJ PK, balance and Tampa Bay physicality -- my keys to Game 2 here in Tampa:"
23,1116839840786591749,2019/04/12 18:05:42,SocialNewsDesk,BN9,3,372246,333,[],,,NULL,14,Tampa Bay area,True,1745,1154,True,DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just fe…
24,1116839204498083846,2019/04/12 18:03:10,Twitter for iPad,andytaylor6,2,874,865,[],,,NULL,0,"Brandon, Florida",False,72,61020,True,RT @tbocom: He lives in Tampa.
25,1116837956524941320,2019/04/12 17:58:13,Twitter for Android,Wolfetwin1,2,90,72,[],,,NULL,0,"Florida, USA",False,1,3057,False,"RT @BN9: ""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief Dennis Jones.…"
26,1116837409625391110,2019/04/12 17:56:02,Twitter for iPhone,FLA4Transparen1,0,13,264,[],,,NULL,0,"St. Petersburg, Florida",False,0,57,False,"30 year retired Captain Jack DIAZ confirms Jane Castor is a bully, just like her mob crowd at the Bay News 9 debate…"
27,1116835035146067971,2019/04/12 17:46:36,Twitter Web Client,pharmacychecker,0,1253,2714,[],,,NULL,0,"New York, NY",False,16,2286,False,How Much Will Floridians Save With Drug Importation Law?
28,1116832886613667840,2019/04/12 17:38:04,Twitter for iPhone,PuggieSue,2,237,94,[],,,NULL,0,Florida,False,1,8382,False,"RT @BN9: ""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief Dennis Jones.…"
29,1116831882866331648,2019/04/12 17:34:05,dlvr.it,Tampa_NC,0,386,43,[],,,NULL,0,"Tampa, FL",False,25,0,False,Tampa News What Happened in the Stock Market Today - Motley Fool
30,1116825651246444546,2019/04/12 17:09:19,SocialNewsDesk,BN9,0,372246,333,[],,,NULL,0,Tampa Bay area,True,1745,1154,True,While critics of the import plan say inspection costs will drive up the price and in the end there won't be savings…
31,1116824463809683457,2019/04/12 17:04:36,IFTTT,theledger,0,11205,464,[],,,NULL,0,"Lakeland, FL",True,351,2769,True,Tampa teens busted by PCSO for grand theft auto Read more:
32,1116823745811841025,2019/04/12 17:01:45,Twitter for Android,TheUnshyShy,2,43,70,[],,,NULL,0,"Florida, USA",False,4,3898,True,RT @tbocom: He lives in Tampa.
33,1116823465712025601,2019/04/12 17:00:38,trueAnthem,TBBJnewsroom,0,52668,2827,[],,,NULL,0,"Tampa Bay, Florida",False,1002,3452,True,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project
34,1116823397537931266,2019/04/12 17:00:22,Twitter for Android,arc_tampa,0,249,2652,[],,,NULL,0,"Tampa, Florida, USA",False,3,128,True,RT @HamRadioWorld: Speaking to astronaut aboard space station 'a dream come true' for high school students. Link:
35,1116823322313011201,2019/04/12 17:00:04,SocialNewsDesk,tbocom,2,134852,8987,[],,,NULL,1,"Tampa Bay, Florida",True,1157,293,False,He lives in Tampa.
36,1116823012467146752,2019/04/12 16:58:50,Twitter for Android,TampaREAttorney,2,59,118,[],,,NULL,0,Tampa Bay,False,3,115,False,RT @TBBJnewsroom: The Tampa Marriott Water Street has always been a critical piece of Strategic Property Partners' vision
37,1116822567023673345,2019/04/12 16:57:04,Twitter for iPhone,seandalyWFTS,0,4418,1148,"[{'text': 'TrashTagTampaBay', 'indices': [27, 44]}, {'text': 'TampaBay', 'indices': [84, 93]}]",,,NULL,0,"St. Petersburg, FL",True,144,8583,True,RT @SeanWFTS: People using #TrashTagTampaBay hashtag to create meet-ups to clean up #TampaBay area waterways. https…
38,1116821988822089728,2019/04/12 16:54:46,Facebook,SusFamFound,0,378,499,[],,,NULL,0,USA,False,24,568,False,Thank you Jorja Roman at Bay News 9 for telling the story of our partnership with the St. Petersburg Free Clinic!…
39,1116819059616698371,2019/04/12 16:43:07,Twitter for Android,ROBERTJFELDER2,3,48,605,"[{'text': 'StrongEurope', 'indices': [18, 31]}, {'text': 'FridayFunDay', 'indices': [32, 45]}]",,,NULL,0,"NASHOTAH, WISCONSIN , THE USA",False,0,1407,True,"RT @USArmyEurope: #StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, Vicenza…"
40,1116818828275666944,2019/04/12 16:42:12,IFTTT,robinsportsnews,0,9290,7102,[],,,NULL,0,RT's Are FYI Purposes Only,False,267,19,False,Sports News: PROGRAMMING ALERT: Tampa Bay Rays at Toronto Blue Jays on April 12 will air on FOX Sports Florida…
41,1116817951976456193,2019/04/12 16:38:43,Twitter for Android,g8trparty,14,81,299,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"ÜT: 29.622541,-82.377465",False,3,3019,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
42,1116817778869063680,2019/04/12 16:38:02,Twitter for iPhone,cwsparker,1,710,94,[],,,NULL,0,,False,25,19346,True,RT @Tampa_NC: Tampa News Trump told CBP head he'd pardon him if he were sent to jail for violating immigration law - CNN
43,1116817562250170369,2019/04/12 16:37:10,Twitter for iPhone,AlexisTBBJ,6,4858,3268,[],,,NULL,0,"Tampa Bay, Florida",False,217,5693,True,RT @TBBJLauren: My first ever front page @TBBJnewsroom story is about how Tampa Bay is an absolute powerhouse when it comes to producing pa…
44,1116817401105014784,2019/04/12 16:36:32,Facebook,SignalSeventeen,0,21,93,[],,,NULL,0,"Ohio, USA",False,0,1,False,"90 minutes to game time. Tampa, you are going down."
45,1116817283299586048,2019/04/12 16:36:04,Twitter for Android,WICKEDLADYBOLT,14,89,163,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Tampa, FL",False,4,9960,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
46,1116817208867422208,2019/04/12 16:35:46,Twitter Web Client,alvaredi,13,813,682,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,USA,False,8,1759,False,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
47,1116816901479383040,2019/04/12 16:34:33,dlvr.it,Tampa_NC,1,386,43,[],,,NULL,0,"Tampa, FL",False,25,0,False,Tampa News Trump told CBP head he'd pardon him if he were sent to jail for violating immigration law - CNN…
48,1116816780134105089,2019/04/12 16:34:04,Twitter for iPhone,supmurph,14,618,226,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Orlando, FL",False,11,2793,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
49,1116816714027687937,2019/04/12 16:33:48,Twitter for Android,SerenaDSouza3,14,101,237,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"St Cloud, FL",False,0,29512,False,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
50,1116816304567201792,2019/04/12 16:32:11,Facebook,UrbanLivingTB,0,66,43,[],,,NULL,0,"Tampa, Florida",False,4,24,True,"Coming in 2021 to Midtown Tampa (along with a Whole Foods Market), a healthy restaurant concept backed by Oprah. Me…"
51,1116816078343155713,2019/04/12 16:31:17,Twitter for iPhone,Baycrab3,14,2619,3567,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,Florida!! ,False,155,240229,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
52,1116815933014794240,2019/04/12 16:30:42,Twitter for Android,TERI_SHEEN,14,191,307,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Seffner, Fl",False,3,19543,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
53,1116815811568705536,2019/04/12 16:30:13,Twitter for iPhone,_TellTaleRaven_,14,125,616,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Louisiana, USA",False,0,5395,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
54,1116815788583866368,2019/04/12 16:30:08,Twitter for iPhone,ScottSt1963,14,294,1129,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Florida, USA",False,0,3958,True,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
55,1116815756828848128,2019/04/12 16:30:00,TweetDeck,TBLightning,14,688948,2771,"[{'text': 'TBLvsCBJ', 'indices': [65, 74]}]",,,NULL,87,Amalie Arena,True,4598,4410,True,"Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
56,1116815369040220162,2019/04/12 16:28:28,Twitter Web App,AllardVegelien,13,137636,150182,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,Linkedin Allard Vegelien,False,240,5456,True,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
57,1116814850150273026,2019/04/12 16:26:24,Twitter Web Client,KirkDkirk11,0,290,273,[],,,NULL,0,"Clearwater, FL",False,0,18229,False,Video shows burglary suspect raid Tampa home
58,1116811088455262209,2019/04/12 16:11:27,Facebook,osuperwins,0,1044,763,[],,,NULL,1,Roppongi Hills,False,62,2610,True,Rapper DMX spent the night kicking everyone's ass at pool after his Tampa show
59,1116810847073054726,2019/04/12 16:10:29,Twitter Web Client,WFLApeter,0,3522,934,[],,,NULL,0,"Tampa, Florida",False,142,439,True,Video shows burglary suspect raid Tampa home
60,1116809288205389824,2019/04/12 16:04:18,Twitter Web Client,401kspecmag,1,996,1635,[],,,NULL,0,,False,24,564,False,RT @FidBenchmarks: NEWS Article by @401keditor @401kspecmag Tampa Bay Bucs' Carl Nassib Tackles 401k Financial Wellness
61,1116808595549585409,2019/04/12 16:01:33,Facebook,bamahe,0,293,1188,[],,,NULL,0,33511,False,3,54,True,University of Tampa hosts entrepreneur expo - Tampa Bay Business Journal
62,1116805954744528897,2019/04/12 15:51:03,SocialNewsDesk,BN9,2,372246,333,[],,,NULL,3,Tampa Bay area,True,1745,1154,True,"""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief…"
63,1116805911442538498,2019/04/12 15:50:53,Twitter for iPhone,jnikkol24,2,409,461,[],,,NULL,0,,False,0,4524,True,RT @SoBasicPodcast: WE HAVE EPISODE 7 OUT NOW!! Queen B herself...(not Beyoncé...but better) @bearoncebear IS HERE TO SHARE WITH YOU THE 1-…
64,1116805760573431808,2019/04/12 15:50:17,Twitter for iPhone,SoBasicPodcast,2,29,228,[],,,NULL,3,"Tampa, FL",False,0,16,False,WE HAVE EPISODE 7 OUT NOW!! Queen B herself...(not Beyoncé...but better) @bearoncebear IS HERE TO SHARE WITH YOU TH…
65,1116805733226622976,2019/04/12 15:50:10,Twitter for Android,GCspeaks1,0,128,465,"[{'text': 'realestate', 'indices': [64, 75]}, {'text': 'CRE', 'indices': [76, 80]}]",,,NULL,0,Florida,False,1,0,False,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project #realestate #CRE via @tbbjnewsroom
66,1116804949759938561,2019/04/12 15:47:03,Twitter for iPhone,Eric_M888,2,4347,2268,"[{'text': 'Yankees', 'indices': [18, 26]}]",,,NULL,0,"New Jersey, USA",False,30,265169,False,"RT @RandyJMiller: #Yankees get more bad injury news on Betances, who didn’t feel right throwing sim game Thursday in Tampa. He’s now back i…"
67,1116804929652449287,2019/04/12 15:46:59,Twitter for iPhone,MisterHoge,1,316,85,[],,,NULL,0,Atlanta,False,0,1161,True,RT @Scooting4Donors: 4-time kidney transplant recipient stops in Pasco during cross-country trip
68,1116803879482556418,2019/04/12 15:42:48,Twitter for Android,arc_tampa,1,249,2652,[],,,NULL,0,"Tampa, Florida, USA",False,3,128,True,"RT @k5clm: SB DX @ ARL $ARLD015 ARLD015 DX news ZCZC AE15 QST de W1AW DX Bulletin 15 ARLD015 From ARRL Headquarters Newington CT April 11,…"
69,1116803240589500416,2019/04/12 15:40:16,Twitter for iPhone,Space8Jockey5,3,858,912,"[{'text': 'StrongEurope', 'indices': [18, 31]}, {'text': 'FridayFunDay', 'indices': [32, 45]}]",,,NULL,0,"Madison County, Alabama",False,5,71259,False,"RT @USArmyEurope: #StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, Vicenza…"
70,1116803189708337152,2019/04/12 15:40:04,Sprout Social,USArmyEurope,3,148424,1455,"[{'text': 'StrongEurope', 'indices': [0, 13]}, {'text': 'FridayFunDay', 'indices': [14, 27]}]",,,NULL,17,"Wiesbaden, Germany",True,1424,12702,True,"#StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, V…"
71,1116803107340652546,2019/04/12 15:39:44,Twitter for Android,Wolfetwin1,3,90,72,[],,,NULL,0,"Florida, USA",False,1,3057,False,RT @BN9: A Riverview man was arrested Thursday after Hillsborough County deputies said they found two neglected horses in his backyard. ht…
72,1116803019105013761,2019/04/12 15:39:23,Twitter for Android,Wolfetwin1,7,90,72,[],,,NULL,0,"Florida, USA",False,1,3057,False,RT @FOX13News: A female student is in custody after police say she stabbed another student at Chamberlain High School in Tampa
73,1116802806302818306,2019/04/12 15:38:32,Twitter for iPhone,drosennhl,0,144972,1126,[],,,NULL,1,"New Jersey, USA",True,2640,281,True,"5 Keys: Blue Jackets at Lightning, Game 2"
74,1116799893010550788,2019/04/12 15:26:58,Twitter for iPhone,RandyJMiller,2,8889,566,"[{'text': 'Yankees', 'indices': [0, 8]}]",,,NULL,2,,True,548,1,True,"#Yankees get more bad injury news on Betances, who didn’t feel right throwing sim game Thursday in Tampa. He’s now…"
75,1116799854628560897,2019/04/12 15:26:49,Facebook,Cocktail_Artist,0,366,1143,[],,,NULL,1,"Nashville, TN",False,6,621,True,Rapper DMX spent the night kicking everyone's ass at pool after his Tampa show
76,1116799803797716992,2019/04/12 15:26:37,Twitter Web Client,CitizensLight,1,185,1025,[],,,NULL,0,,False,0,1443,False,RT @hcpswhistleblr: District might have to report this one.
77,1116796688717496320,2019/04/12 15:14:14,Twitter for Android,myworts,0,106,196,[],,,NULL,0,,False,0,40,False,Girl cut boy with knife during fight at Chamberlain High School
78,1116795007426424833,2019/04/12 15:07:33,CoSchedule,VendorEdgePlus,0,453,732,[],,,NULL,0,"Texas, USA",False,30,109,True,"Pembrook Provides $10.5 MM in Preferred Equity Financing for Construction of Multifamily Development in Tampa, FL"
79,1116794350027984902,2019/04/12 15:04:56,Twitter for Android,SportsCbus,0,104,330,[],Aportzline,23267939.0,NULL,1,,False,4,820,False,@Aportzline LOL! And Tampa is not rattled from game 1!?!? Heh heh heh! They are going away from finesse and high-sk…
80,1116793573058289671,2019/04/12 15:01:51,Pardot,FidBenchmarks,1,1207,4049,[],,,NULL,2,"Lake Oswego, OR",False,19,181,False,NEWS Article by @401keditor @401kspecmag Tampa Bay Bucs' Carl Nassib Tackles 401k Financial Wellness…
81,1116793560135634945,2019/04/12 15:01:48,Twitter for Android,mcwilkins63,3,178,66,[],,,NULL,0,,False,34,74,False,RT @BN9: A Riverview man was arrested Thursday after Hillsborough County deputies said they found two neglected horses in his backyard. ht…
82,1116793336482811904,2019/04/12 15:00:55,trueAnthem,TBBJnewsroom,0,52668,2827,[],,,NULL,0,"Tampa Bay, Florida",False,1002,3452,True,The Bungalow in South Tampa files for liquidation bankruptcy
83,1116793244560412672,2019/04/12 15:00:33,dlvr.it,numberFire_MLB,0,1209,1,[],,,NULL,0,,False,32,533,False,Yandy Diaz starting on Friday for Tampa Bay
84,1116791988014071809,2019/04/12 14:55:33,dlvr.it,numberFire_MLB,0,1209,1,[],,,NULL,0,,False,32,533,False,Daniel Robertson sitting on Friday for Tampa Bay
85,1116791705515122688,2019/04/12 14:54:26,Twitter for iPhone,Scooting4Donors,1,22,63,[],,,NULL,2,United States,False,0,7,False,4-time kidney transplant recipient stops in Pasco during cross-country trip
86,1116791566520033282,2019/04/12 14:53:53,Twitter Web App,JosephDeMauro1,1,477,5000,"[{'text': 'Florida', 'indices': [103, 111]}, {'text': 'sunshinestate', 'indices': [112, 126]}, {'text': 'orlando', 'indices': [128, 136]}]",,,NULL,0,"Staten Island, NY",False,19,5022,False,RT @JosephDeMauro1: Florida Commoners Local News and Local Events Click here #Florida #sunshinestate #orlando #T…
87,1116790990029778944,2019/04/12 14:51:35,Facebook,_RightReason,0,1474,2338,[],,,NULL,0,"Tampa, Florida, USA",False,23,9056,False,Crazy!
88,1116789594140241920,2019/04/12 14:46:02,dlvr.it,qingqiBTL,0,147,141,[],,,NULL,1,中華,False,8,0,False,"You, too, can buzz through the skies of Florida - FOX 13 News, Tampa Bay"
89,1116789439651557377,2019/04/12 14:45:26,Hootsuite Inc.,WCLandscape,0,70,171,[],,,NULL,0,"Florida, USA",False,0,57,True,"Just a reminder of the awesome power of nature. This is a waterspout on Tampa Bay near Oldsmar, Florida (not from t…"
90,1116789019030032384,2019/04/12 14:43:45,Twitter Web Client,mhmsqa,31,0,1,[],,,NULL,0,,False,0,0,False,RT @thetournament: 🚨BREAKING NEWS🚨 out of @CP3's Greensboro Regional! @DetroitPistons center and 2x NBA All-Star @AndreDrummond will be c…
91,1116788210586222592,2019/04/12 14:40:32,LinkedIn,ralexanderlaw,0,1842,1507,[],,,NULL,0,"Tampa Bay, Florida",False,23,221,False,"TAMPA, Fla. — Chamberlain High School in Tampa was briefly placed on a lock-in status Friday morning after a studen…"
92,1116787970856620034,2019/04/12 14:39:35,Twitter for iPhone,ClaytorReports,1,1094,1211,[],,,NULL,0,"Lakeland, FL",False,53,289,True,RT @BN9: BREAKING Defense rests case in John Jonchuck trial; closing arguments start Monday morning:
93,1116787931446951937,2019/04/12 14:39:26,TextCaster,BN9,1,372246,333,[],,,NULL,1,Tampa Bay area,True,1745,1154,True,BREAKING Defense rests case in John Jonchuck trial; closing arguments start Monday morning:
94,1116785702803595264,2019/04/12 14:30:35,Facebook,TheNOWTeam,0,4292,2893,[],,,NULL,0,"Brandon, Florida",False,1432,1430,True,Jewelry with drug detector wins UT's annual entrepreneur expo The University of Tampa’s entrepreneurial center was…
95,1116784898071773185,2019/04/12 14:27:23,Facebook,bamahe,0,293,1188,[],,,NULL,0,33511,False,3,54,True,The Bungalow in South Tampa files for bankruptcy - Tampa Bay Business Journal
96,1116783742541074433,2019/04/12 14:22:47,Twitter for iPhone,AverageGirlT,2,469,214,[],,,NULL,0,,False,32,951,True,"RT @cl_tampabay: The Tampa Bay Rays are the second least valuable MLB team, says Forbes"
97,1116782185204396032,2019/04/12 14:16:36,Twitter for iPhone,law_4thepeople,1,636,1233,[],,,NULL,0,"Orlando, FL",False,23,5422,False,RT @tbocom: A deputy shot a Tampa man with a history of cutting himself. His family says it was an overreaction.
98,1116781882300084229,2019/04/12 14:15:24,Twitter for Android,laffing2loud,13,99,214,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,"North Dakota, USA",False,1,8066,True,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
99,1116781345194369025,2019/04/12 14:13:16,Twitter for Android,sensationdon,7,425,1189,[],,,NULL,0,"Hudson, FL",False,9,9020,False,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
100,1116781252458229760,2019/04/12 14:12:54,Twitter for iPhone,EugeneHoward_,7,59,124,[],,,NULL,0,Tampa Florida ,False,0,290,False,RT @FOX13News: A female student is in custody after police say she stabbed another student at Chamberlain High School in Tampa
101,1116778808940605440,2019/04/12 14:03:11,Zapier.com,sparkcatalyst,0,8291,5263,[],,,NULL,1,Tampa Bay,False,221,2324,True,Tampa Bay’s Would-Be Venture Capitalists — or Lack Thereof — Are Holding Back a Potentially Potent Patent Economy (…
102,1116778699775459329,2019/04/12 14:02:45,IFTTT,WorldConsulting,0,4089,2163,"[{'text': 'WCG', 'indices': [64, 68]}, {'text': 'Florida', 'indices': [69, 77]}, {'text': 'ManagementConsulting', 'indices': [78, 99]}]",,,NULL,0,"Florida, USA",False,674,2618,False,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project #WCG #Florida #ManagementConsulting
103,1116778581164724226,2019/04/12 14:02:17,Twitter Web Client,u3Y4BDE,6,24686,25750,[],,,NULL,0,,False,40,172919,False,"RT @CouncilmanViera: To quote an under appreciated John Lennon classic, just gimme some truth. Glad to stand with @JaneforTampa - a leader…"
104,1116778362721067008,2019/04/12 14:01:25,Twitter Web App,EVOPayments,0,624,444,[],,,NULL,1,,False,21,2250,False,ICYMI: We were named to the @TB_Times Top Workplaces for 2019. News Release:
105,1116778221104660483,2019/04/12 14:00:51,Facebook,TheNOWTeam,0,4292,2893,[],,,NULL,0,"Brandon, Florida",False,1432,1430,True,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project It was the relationship that Leiweke had with Micha…
106,1116778041378840577,2019/04/12 14:00:08,Facebook,DiscoverUrPlace,0,303,445,[],,,NULL,0,"Tampa, FL",False,18,26,False,"We posted about this last month, but just a reminder - it's this weekend!"
107,1116777910654754816,2019/04/12 13:59:37,LinkedIn,MercuryUnited,0,267,448,"[{'text': 'makingadifference', 'indices': [89, 107]}]",,,NULL,0,"Rancho Cucamonga, CA ",False,4,10,True,"My friend, Nick Meza, is making a difference. How are you giving back to your community? #makingadifference…"
